date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:22	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2018%20Apr%202024%2003:04:37%20GMT	https://duruthemes.com/robots.txt		(from )
10:04:22	72892/72892	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:01%20GMT	https://duruthemes.com/demo/html/renax/light/	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/index.html	(from )
10:04:23	2841/2841	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2020:29:16%20GMT	https://duruthemes.com/demo/html/renax/light/img/favicon.png	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/img/favicon.png	(from https://duruthemes.com/demo/html/renax/light/)
10:04:23	972/972	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Apr%202024%2020:29:13%20GMT	https://duruthemes.com/demo/html/renax/light/css/plugins.css	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/css/plugins.css	(from https://duruthemes.com/demo/html/renax/light/)
10:04:24	125275/125275	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Apr%202024%2020:29:13%20GMT	https://duruthemes.com/demo/html/renax/light/css/style.css	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/css/style.css	(from https://duruthemes.com/demo/html/renax/light/)
10:04:24	72892/72892	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:01%20GMT	https://duruthemes.com/demo/html/renax/light/index.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/index-2.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:24	8725/8725	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Apr%202024%2020:29:17%20GMT	https://duruthemes.com/demo/html/renax/light/img/logo-light.png	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/img/logo-light.png	(from https://duruthemes.com/demo/html/renax/light/)
10:04:25	71677/71677	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:01%20GMT	https://duruthemes.com/demo/html/renax/light/index2.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/index2.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:25	67557/67557	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:00%20GMT	https://duruthemes.com/demo/html/renax/light/index3.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/index3.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:25	72710/72710	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:03%20GMT	https://duruthemes.com/demo/html/renax/light/index4.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/index4.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:26	74459/74459	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:04%20GMT	https://duruthemes.com/demo/html/renax/light/onepage-slider.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/onepage-slider.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:26	74643/74643	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:04%20GMT	https://duruthemes.com/demo/html/renax/light/onepage-image.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/onepage-image.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:27	76727/76727	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:04%20GMT	https://duruthemes.com/demo/html/renax/light/onepage-video.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/onepage-video.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:27	74275/74275	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:02%20GMT	https://duruthemes.com/demo/html/renax/light/onepage-slideshow.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/onepage-slideshow.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:28	47329/47329	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:02%20GMT	https://duruthemes.com/demo/html/renax/light/about.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/about.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:28	34966/34966	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:05%20GMT	https://duruthemes.com/demo/html/renax/light/services.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/services.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:28	30304/30304	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:04%20GMT	https://duruthemes.com/demo/html/renax/light/cars.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/cars.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:29	39296/39296	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:03%20GMT	https://duruthemes.com/demo/html/renax/light/cars2.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/cars2.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:29	28644/28644	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:03%20GMT	https://duruthemes.com/demo/html/renax/light/car-types.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/car-types.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:29	23579/23579	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:00%20GMT	https://duruthemes.com/demo/html/renax/light/car-types2.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/car-types2.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:30	34371/34371	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:02%20GMT	https://duruthemes.com/demo/html/renax/light/car-details.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/car-details.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:30	35365/35365	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:03%20GMT	https://duruthemes.com/demo/html/renax/light/car-details2.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/car-details2.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:30	33059/33059	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:01%20GMT	https://duruthemes.com/demo/html/renax/light/team.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/team.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:31	28371/28371	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:04%20GMT	https://duruthemes.com/demo/html/renax/light/gallery-image.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/gallery-image.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:31	28592/28592	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:03%20GMT	https://duruthemes.com/demo/html/renax/light/gallery-video.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/gallery-video.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:31	29525/29525	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:02%20GMT	https://duruthemes.com/demo/html/renax/light/price.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/price.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:32	27477/27477	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:05%20GMT	https://duruthemes.com/demo/html/renax/light/faq.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/faq.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:32	41809/41809	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:00%20GMT	https://duruthemes.com/demo/html/renax/light/testiominals.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/testiominals.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:32	38175/38175	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:03%20GMT	https://duruthemes.com/demo/html/renax/light/team-single.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/team-single.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:33	15253/15253	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:02%20GMT	https://duruthemes.com/demo/html/renax/light/404.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/404.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:33	27613/27613	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:00%20GMT	https://duruthemes.com/demo/html/renax/light/blog.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/blog.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:33	29960/29960	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:01%20GMT	https://duruthemes.com/demo/html/renax/light/blog2.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/blog2.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:34	26425/26425	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:00%20GMT	https://duruthemes.com/demo/html/renax/light/post.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/post.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:34	28018/28018	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Apr%202024%2020:29:02%20GMT	https://duruthemes.com/demo/html/renax/light/contact.html	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/contact.html	(from https://duruthemes.com/demo/html/renax/light/)
10:04:36	227266/227266	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Apr%202024%2020:29:50%20GMT	https://duruthemes.com/demo/html/renax/light/img/slider/11.jpg	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/img/slider/11.jpg	(from https://duruthemes.com/demo/html/renax/light/)
10:04:36	300856/300856	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Apr%202024%2020:29:49%20GMT	https://duruthemes.com/demo/html/renax/light/img/slider/12.jpg	C:/Users/Hikaru%20Hatsuse/OneDrive/Desktop/Towing/towingBpp/duruthemes.com/demo/html/renax/light/img/slider/12.jpg	(from https://duruthemes.com/demo/html/renax/light/)
